Paper Number,NBER URL,Journal URL,Similarity Ratio or Error,Number of Authors,Number of Female Authors,Number of Male Authors,Number of Unknown Gender Authors
20766,https://econpapers.repec.org/paper/nbrnberwo/20766.htm,https://econpapers.repec.org/article/aeajecper/v_3a29_3ay_3a2015_3ai_3a1_3ap_3a3-28.htm,0.9689655172413794,2,0,2,0
20767,https://econpapers.repec.org/paper/nbrnberwo/20767.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a7_3ap_3a1939-78.htm,0.0761904761904762,1,0,1,0
20768,https://econpapers.repec.org/paper/nbrnberwo/20768.htm,https://econpapers.repec.org/article/aeaaejpol/v_3a11_3ay_3a2019_3ai_3a1_3ap_3a126-59.htm,0.18722139673105498,2,0,2,0
20769,https://econpapers.repec.org/paper/nbrnberwo/20769.htm,,Related journal article link not found,3,0,3,0
20770,https://econpapers.repec.org/paper/nbrnberwo/20770.htm,,Related journal article link not found,1,0,1,0
20771,https://econpapers.repec.org/paper/nbrnberwo/20771.htm,https://econpapers.repec.org/article/eeeinecon/v_3a96_3ay_3a2015_3ai_3as1_3ap_3as2-s18.htm,0.9987951807228915,3,0,3,0
20772,https://econpapers.repec.org/paper/nbrnberwo/20772.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a107_3ay_3a2017_3ai_3a9_3ap_3a2514-64.htm,1.0,3,2,1,0
20773,https://econpapers.repec.org/paper/nbrnberwo/20773.htm,https://econpapers.repec.org/article/tafjnlbes/v_3a38_3ay_3a2020_3ai_3a3_3ap_3a593-612.htm,0.14763869784502523,2,0,2,0
20774,https://econpapers.repec.org/paper/nbrnberwo/20774.htm,,Related journal article link not found,3,1,2,0
20775,https://econpapers.repec.org/paper/nbrnberwo/20775.htm,https://econpapers.repec.org/article/wlyemetrp/v_3a86_3ay_3a2018_3ai_3a2_3ap_3a391-444.htm,0.9929010884997633,2,0,2,0
20776,https://econpapers.repec.org/paper/nbrnberwo/20776.htm,,Related journal article link not found,3,0,3,0
20777,https://econpapers.repec.org/paper/nbrnberwo/20777.htm,,Related journal article link not found,3,0,3,0
20778,https://econpapers.repec.org/paper/nbrnberwo/20778.htm,https://econpapers.repec.org/article/ntjjournl/v_3a68_3ay_3a2015_3ai_3a1_3ap_3a93-118.htm,0.6991720331186753,3,0,3,0
20779,https://econpapers.repec.org/paper/nbrnberwo/20779.htm,https://econpapers.repec.org/article/wlyjpamgt/v_3a35_3ay_3a2016_3ai_3a2_3ap_3a441-471.htm,0.47850278199291857,2,1,1,0
20780,https://econpapers.repec.org/paper/nbrnberwo/20780.htm,,Related journal article link not found,3,0,3,0
20781,https://econpapers.repec.org/paper/nbrnberwo/20781.htm,,Related journal article link not found,2,0,2,0
20782,https://econpapers.repec.org/paper/nbrnberwo/20782.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a106_3ay_3a2016_3ai_3a7_3ap_3a1921-57.htm,0.8705701078582434,2,0,2,0
20783,https://econpapers.repec.org/paper/nbrnberwo/20783.htm,,Related journal article link not found,4,1,3,0
20784,https://econpapers.repec.org/paper/nbrnberwo/20784.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a9_3ap_3a2757-97.htm,0.9744711889132021,3,0,3,0
20785,https://econpapers.repec.org/paper/nbrnberwo/20785.htm,https://econpapers.repec.org/article/blajemstr/v_3a27_3ay_3a2018_3ai_3a1_3ap_3a134-148.htm,0.58249832999332,2,0,2,0
20786,https://econpapers.repec.org/paper/nbrnberwo/20786.htm,,Related journal article link not found,2,1,1,0
20787,https://econpapers.repec.org/paper/nbrnberwo/20787.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f704385.htm,0.07340631036703155,3,0,3,0
20788,https://econpapers.repec.org/paper/nbrnberwo/20788.htm,,Related journal article link not found,1,0,1,0
20789,https://econpapers.repec.org/paper/nbrnberwo/20789.htm,https://econpapers.repec.org/article/oupqjecon/v_3a131_3ay_3a2016_3ai_3a4_3ap_3a1681-1726..htm,0.7514546965918537,3,0,3,0
20790,https://econpapers.repec.org/paper/nbrnberwo/20790.htm,,Related journal article link not found,3,1,2,0
20791,https://econpapers.repec.org/paper/nbrnberwo/20791.htm,https://econpapers.repec.org/article/kapjecgro/v_3a21_3ay_3a2016_3ai_3a2_3ad_3a10.1007_5fs10887-016-9126-7.htm,0.44916540212443096,1,1,0,0
20792,https://econpapers.repec.org/paper/nbrnberwo/20792.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a106_3ay_3a2016_3ai_3a7_3ap_3a1878-1920.htm,0.008144796380090498,4,1,3,0
20793,https://econpapers.repec.org/paper/nbrnberwo/20793.htm,https://econpapers.repec.org/article/blajconsa/v_3a51_3ay_3a2017_3ai_3a2_3ap_3a255-283.htm,Journal abstract not found,4,0,4,0
20794,https://econpapers.repec.org/paper/nbrnberwo/20794.htm,https://econpapers.repec.org/article/sprjhappi/v_3a20_3ay_3a2019_3ai_3a2_3ad_3a10.1007_5fs10902-017-9941-3.htm,0.8452710724178868,2,0,2,0
20795,https://econpapers.repec.org/paper/nbrnberwo/20795.htm,https://econpapers.repec.org/article/aeaaejpol/v_3a9_3ay_3a2017_3ai_3a3_3ap_3a106-33.htm,0.19387755102040816,2,1,1,0
20796,https://econpapers.repec.org/paper/nbrnberwo/20796.htm,,Related journal article link not found,1,1,0,0
20797,https://econpapers.repec.org/paper/nbrnberwo/20797.htm,,Related journal article link not found,1,0,1,0
20798,https://econpapers.repec.org/paper/nbrnberwo/20798.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a107_3ay_3a2017_3ai_3a9_3ap_3a2565-99.htm,0.9490358126721763,2,1,1,0
20799,https://econpapers.repec.org/paper/nbrnberwo/20799.htm,,Related journal article link not found,2,1,1,0
20800,https://econpapers.repec.org/paper/nbrnberwo/20800.htm,,Related journal article link not found,4,1,3,0
20801,https://econpapers.repec.org/paper/nbrnberwo/20801.htm,https://econpapers.repec.org/article/aeaaejpol/v_3a9_3ay_3a2017_3ai_3a2_3ap_3a228-52.htm,0.8942512420156139,2,0,2,0
20802,https://econpapers.repec.org/paper/nbrnberwo/20802.htm,,Related journal article link not found,3,2,1,0
20803,https://econpapers.repec.org/paper/nbrnberwo/20803.htm,https://econpapers.repec.org/article/aeaaejmac/v_3a7_3ay_3a2015_3ai_3a1_3ap_3a297-338.htm,0.6288448393711552,2,0,2,0
20804,https://econpapers.repec.org/paper/nbrnberwo/20804.htm,,Related journal article link not found,3,1,2,0
20805,https://econpapers.repec.org/paper/nbrnberwo/20805.htm,https://econpapers.repec.org/bookchap/nbrnberch/13658.htm,Journal abstract not found,2,0,2,0
20806,https://econpapers.repec.org/paper/nbrnberwo/20806.htm,https://econpapers.repec.org/article/eeereecon/v_3a70_3ay_3a2016_3ai_3a1_3ap_3a122-142.htm,0.903470715835141,3,1,2,0
20807,https://econpapers.repec.org/paper/nbrnberwo/20807.htm,https://econpapers.repec.org/article/wlyemetrp/v_3a86_3ay_3a2018_3ai_3a5_3ap_3a1689-1726.htm,0.9867197875166003,3,1,2,0
20808,https://econpapers.repec.org/paper/nbrnberwo/20808.htm,,Related journal article link not found,1,0,1,0
20809,https://econpapers.repec.org/paper/nbrnberwo/20809.htm,,Related journal article link not found,4,2,2,0
20810,https://econpapers.repec.org/paper/nbrnberwo/20810.htm,,Related journal article link not found,3,0,3,0
20811,https://econpapers.repec.org/paper/nbrnberwo/20811.htm,,Related journal article link not found,3,1,2,0
20812,https://econpapers.repec.org/paper/nbrnberwo/20812.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a115-19.htm,0.05543071161048689,2,1,1,0
20813,https://econpapers.repec.org/paper/nbrnberwo/20813.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a112_3ay_3a2022_3ai_3a12_3ap_3a3970-94.htm,0.21457821457821458,2,0,2,0
20814,https://econpapers.repec.org/paper/nbrnberwo/20814.htm,,Related journal article link not found,2,0,2,0
20815,https://econpapers.repec.org/paper/nbrnberwo/20815.htm,,Related journal article link not found,3,0,3,0
20816,https://econpapers.repec.org/paper/nbrnberwo/20816.htm,,Related journal article link not found,3,1,2,0
20817,https://econpapers.repec.org/paper/nbrnberwo/20817.htm,https://econpapers.repec.org/article/ouprestud/v_3a83_3ay_3a2016_3ai_3a2_3ap_3a421-459..htm,0.9703666499246609,3,0,3,0
20818,https://econpapers.repec.org/paper/nbrnberwo/20818.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f711951.htm,0.2606060606060606,4,1,3,0
20819,https://econpapers.repec.org/paper/nbrnberwo/20819.htm,https://econpapers.repec.org/article/oupjeurec/v_3a16_3ay_3a2018_3ai_3a6_3ap_3a1764-1811..htm,0.04212860310421286,3,0,3,0
20820,https://econpapers.repec.org/paper/nbrnberwo/20820.htm,https://econpapers.repec.org/article/eeeinecon/v_3a96_3ay_3a2015_3ai_3as1_3ap_3as98-s109.htm,0.6934812760055479,3,0,3,0
20821,https://econpapers.repec.org/paper/nbrnberwo/20821.htm,https://econpapers.repec.org/article/eeemoneco/v_3a117_3ay_3a2021_3ai_3ac_3ap_3a1-18.htm,1.0,4,0,4,0
20822,https://econpapers.repec.org/paper/nbrnberwo/20822.htm,https://econpapers.repec.org/article/eeeinecon/v_3a115_3ay_3a2018_3ai_3ac_3ap_3a48-58.htm,0.9838274932614556,4,1,3,0
20823,https://econpapers.repec.org/paper/nbrnberwo/20823.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a110_3ay_3a2020_3ai_3a3_3ap_3a720-59.htm,0.9872701555869873,3,0,3,0
20824,https://econpapers.repec.org/paper/nbrnberwo/20824.htm,,Related journal article link not found,2,0,2,0
20825,https://econpapers.repec.org/paper/nbrnberwo/20825.htm,https://econpapers.repec.org/article/ucpjlabec/doi_3a10.1086_2f684018.htm,0.9615912208504801,2,0,2,0
20826,https://econpapers.repec.org/paper/nbrnberwo/20826.htm,https://econpapers.repec.org/article/oupqjecon/v_3a130_3ay_3a2015_3ai_3a4_3ap_3a1781-1824.htm,0.7902200488997555,3,0,3,0
20827,https://econpapers.repec.org/paper/nbrnberwo/20827.htm,,Related journal article link not found,5,0,5,0
20828,https://econpapers.repec.org/paper/nbrnberwo/20828.htm,,Related journal article link not found,2,1,1,0
20829,https://econpapers.repec.org/paper/nbrnberwo/20829.htm,https://econpapers.repec.org/article/cupjechis/v_3a76_3ay_3a2016_3ai_3a04_3ap_3a1078-1112_5f00.htm,0.6346025384101537,2,1,1,0
20830,https://econpapers.repec.org/paper/nbrnberwo/20830.htm,,Related journal article link not found,2,0,2,0
20831,https://econpapers.repec.org/paper/nbrnberwo/20831.htm,,Related journal article link not found,1,0,1,0
20832,https://econpapers.repec.org/paper/nbrnberwo/20832.htm,,Related journal article link not found,2,0,2,0
20833,https://econpapers.repec.org/paper/nbrnberwo/20833.htm,https://econpapers.repec.org/bookchap/nbrnberch/13465.htm,Journal abstract not found,2,1,1,0
20834,https://econpapers.repec.org/paper/nbrnberwo/20834.htm,https://econpapers.repec.org/article/blajecrev/v_3a66_3ay_3a2015_3ai_3a2_3ap_3a167-181.htm,0.8791044776119403,1,1,0,0
20835,https://econpapers.repec.org/paper/nbrnberwo/20835.htm,,Related journal article link not found,3,0,3,0
20836,https://econpapers.repec.org/paper/nbrnberwo/20836.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a66-70.htm,0.9985401459854014,1,0,1,0
20837,https://econpapers.repec.org/paper/nbrnberwo/20837.htm,https://econpapers.repec.org/article/eeeexehis/v_3a59_3ay_3a2016_3ai_3ac_3ap_3a55-74.htm,0.8667113194909578,1,0,1,0
20838,https://econpapers.repec.org/paper/nbrnberwo/20838.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a106_3ay_3a2016_3ai_3a4_3ap_3a972-1014.htm,0.22740524781341107,2,1,1,0
20839,https://econpapers.repec.org/paper/nbrnberwo/20839.htm,https://econpapers.repec.org/article/eeejeborg/v_3a111_3ay_3a2015_3ai_3ac_3ap_3a197-208.htm,0.9916981132075472,5,1,4,0
20840,https://econpapers.repec.org/paper/nbrnberwo/20840.htm,,Related journal article link not found,4,1,3,0
20841,https://econpapers.repec.org/paper/nbrnberwo/20841.htm,https://econpapers.repec.org/article/kapjecgro/v_3a23_3ay_3a2018_3ai_3a1_3ad_3a10.1007_5fs10887-017-9146-y.htm,0.6212970376301041,3,0,3,0
20842,https://econpapers.repec.org/paper/nbrnberwo/20842.htm,https://econpapers.repec.org/article/eeedeveco/v_3a114_3ay_3a2015_3ai_3ac_3ap_3a189-202.htm,1.0,2,1,1,0
20843,https://econpapers.repec.org/paper/nbrnberwo/20843.htm,https://econpapers.repec.org/article/oupjeurec/v_3a19_3ay_3a2021_3ai_3a3_3ap_3a1734-1781..htm,0.5076142131979695,1,1,0,0
20844,https://econpapers.repec.org/paper/nbrnberwo/20844.htm,,Related journal article link not found,2,0,2,0
20845,https://econpapers.repec.org/paper/nbrnberwo/20845.htm,,Related journal article link not found,3,0,3,0
20846,https://econpapers.repec.org/paper/nbrnberwo/20846.htm,,Related journal article link not found,3,0,3,0
20847,https://econpapers.repec.org/paper/nbrnberwo/20847.htm,https://econpapers.repec.org/article/oupqjecon/v_3a131_3ay_3a2016_3ai_3a1_3ap_3a157-218..htm,0.45219192267863306,3,0,3,0
20848,https://econpapers.repec.org/paper/nbrnberwo/20848.htm,,Related journal article link not found,3,0,3,0
20849,https://econpapers.repec.org/paper/nbrnberwo/20849.htm,,Related journal article link not found,2,0,2,0
20850,https://econpapers.repec.org/paper/nbrnberwo/20850.htm,,Related journal article link not found,2,0,2,0
20851,https://econpapers.repec.org/paper/nbrnberwo/20851.htm,https://econpapers.repec.org/article/cupjechis/v_3a77_3ay_3a2017_3ai_3a01_3ap_3a39-89_5f00.htm,0.0345855694692904,3,0,3,0
20852,https://econpapers.repec.org/paper/nbrnberwo/20852.htm,,Related journal article link not found,1,0,1,0
20853,https://econpapers.repec.org/paper/nbrnberwo/20853.htm,,Related journal article link not found,1,1,0,0
20854,https://econpapers.repec.org/paper/nbrnberwo/20854.htm,,Related journal article link not found,1,1,0,0
20855,https://econpapers.repec.org/paper/nbrnberwo/20855.htm,,Related journal article link not found,3,0,3,0
20856,https://econpapers.repec.org/paper/nbrnberwo/20856.htm,https://econpapers.repec.org/article/wlyemetrp/v_3a84_3ay_3a2016_3ai_3a4_3ap_3a1477-1521.htm,0.0348221044663134,3,0,3,0
20857,https://econpapers.repec.org/paper/nbrnberwo/20857.htm,https://econpapers.repec.org/article/oupqjecon/v_3a132_3ay_3a2017_3ai_3a1_3ap_3a103-155..htm,0.7612535612535613,3,0,3,0
20858,https://econpapers.repec.org/paper/nbrnberwo/20858.htm,https://econpapers.repec.org/article/eeemoneco/v_3a76_3ay_3a2015_3ai_3as_3ap_3as21-s36.htm,0.9970193740685543,4,0,4,0
20859,https://econpapers.repec.org/paper/nbrnberwo/20859.htm,https://econpapers.repec.org/article/ucpjaerec/doi_3a10.1086_2f695612.htm,0.2977646562631801,2,0,2,0
20860,https://econpapers.repec.org/paper/nbrnberwo/20860.htm,https://econpapers.repec.org/article/eeeinecon/v_3a96_3ay_3a2015_3ai_3as1_3ap_3as76-s97.htm,0.9996020692399522,3,0,3,0
20861,https://econpapers.repec.org/paper/nbrnberwo/20861.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a514-17.htm,0.23247863247863249,2,1,1,0
20862,https://econpapers.repec.org/paper/nbrnberwo/20862.htm,https://econpapers.repec.org/article/eeejpolmo/v_3a37_3ay_3a2015_3ai_3a3_3ap_3a423-427.htm,Journal abstract not found,1,0,1,0
20863,https://econpapers.repec.org/paper/nbrnberwo/20863.htm,https://econpapers.repec.org/article/eeejfinec/v_3a120_3ay_3a2016_3ai_3a1_3ap_3a81-101.htm,0.782042940793754,3,1,2,0
20864,https://econpapers.repec.org/paper/nbrnberwo/20864.htm,,Related journal article link not found,2,0,2,0
20865,https://econpapers.repec.org/paper/nbrnberwo/20865.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a107_3ay_3a2017_3ai_3a1_3ap_3a54-108.htm,0.04792518994739918,3,0,3,0
20866,https://econpapers.repec.org/paper/nbrnberwo/20866.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a361-65.htm,0.09122118685630211,3,1,2,0
20867,https://econpapers.repec.org/paper/nbrnberwo/20867.htm,,Related journal article link not found,4,1,3,0
20868,https://econpapers.repec.org/paper/nbrnberwo/20868.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a537-44.htm,0.9881367759944173,5,1,4,0
20869,https://econpapers.repec.org/paper/nbrnberwo/20869.htm,https://econpapers.repec.org/paper/izaizadps/dp13341.htm,1.0,5,0,5,0
20870,https://econpapers.repec.org/paper/nbrnberwo/20870.htm,https://econpapers.repec.org/article/oupoxford/v_3a30_3ay_3a2014_3ai_3a4_3ap_3a621-638..htm,0.9080779944289693,1,0,1,0
20871,https://econpapers.repec.org/paper/nbrnberwo/20871.htm,,Related journal article link not found,2,0,2,0
20872,https://econpapers.repec.org/paper/nbrnberwo/20872.htm,https://econpapers.repec.org/article/eeemoneco/v_3a69_3ay_3a2015_3ai_3ac_3ap_3a1-15.htm,0.3637454981992797,2,0,2,0
20873,https://econpapers.repec.org/paper/nbrnberwo/20873.htm,https://econpapers.repec.org/article/wlyhlthec/v_3a26_3ay_3a2017_3ai_3a2_3ap_3a149-163.htm,0.7341772151898734,2,0,2,0
20874,https://econpapers.repec.org/paper/nbrnberwo/20874.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f701440.htm,0.01827875095201828,3,0,3,0
20875,https://econpapers.repec.org/paper/nbrnberwo/20875.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a310-14.htm,0.956882255389718,3,2,1,0
20876,https://econpapers.repec.org/paper/nbrnberwo/20876.htm,,Related journal article link not found,3,2,1,0
20877,https://econpapers.repec.org/paper/nbrnberwo/20877.htm,,Related journal article link not found,2,1,1,0
