Paper Number,NBER URL,Journal URL,Similarity Ratio or Error,Number of Authors,Number of Female Authors,Number of Male Authors,Number of Unknown Gender Authors
20577,https://econpapers.repec.org/paper/nbrnberwo/20577.htm,,Related journal article link not found,2,0,2,0
20578,https://econpapers.repec.org/paper/nbrnberwo/20578.htm,,Related journal article link not found,2,0,2,0
20579,https://econpapers.repec.org/paper/nbrnberwo/20579.htm,,Related journal article link not found,2,0,2,0
20580,https://econpapers.repec.org/paper/nbrnberwo/20580.htm,https://econpapers.repec.org/article/ucptpolec/doi_3a10.1086_2f683365.htm,0.27109086965950985,1,1,0,0
20581,https://econpapers.repec.org/paper/nbrnberwo/20581.htm,,Related journal article link not found,3,1,2,0
20582,https://econpapers.repec.org/paper/nbrnberwo/20582.htm,https://econpapers.repec.org/article/aeaaejpol/v_3a7_3ay_3a2015_3ai_3a4_3ap_3a165-88.htm,0.9803921568627451,1,0,1,0
20583,https://econpapers.repec.org/paper/nbrnberwo/20583.htm,https://econpapers.repec.org/article/eeejfinec/v_3a145_3ay_3a2022_3ai_3a2_3ap_3a318-337.htm,0.918848167539267,3,2,1,0
20584,https://econpapers.repec.org/paper/nbrnberwo/20584.htm,,Related journal article link not found,3,0,3,0
20585,https://econpapers.repec.org/paper/nbrnberwo/20585.htm,https://econpapers.repec.org/article/anrreveco/v_3a7_3ay_3a2015_3ap_3a31-62.htm,0.9878345498783455,2,1,1,0
20586,https://econpapers.repec.org/paper/nbrnberwo/20586.htm,,Related journal article link not found,2,0,2,0
20587,https://econpapers.repec.org/paper/nbrnberwo/20587.htm,https://econpapers.repec.org/article/eeejfinec/v_3a130_3ay_3a2018_3ai_3a1_3ap_3a74-94.htm,0.03412553321145643,3,1,2,0
20588,https://econpapers.repec.org/paper/nbrnberwo/20588.htm,,Related journal article link not found,2,0,2,0
20589,https://econpapers.repec.org/paper/nbrnberwo/20589.htm,,Related journal article link not found,1,0,1,0
20590,https://econpapers.repec.org/paper/nbrnberwo/20590.htm,https://econpapers.repec.org/article/wlyemetrp/v_3a86_3ay_3a2018_3ai_3a6_3ap_3a2123-2160.htm,0.05727012408526885,4,0,4,0
20591,https://econpapers.repec.org/paper/nbrnberwo/20591.htm,,Related journal article link not found,1,0,1,0
20592,https://econpapers.repec.org/paper/nbrnberwo/20592.htm,,Related journal article link not found,3,1,2,0
20593,https://econpapers.repec.org/paper/nbrnberwo/20593.htm,https://econpapers.repec.org/article/eeejuecon/v_3a87_3ay_3a2015_3ai_3ac_3ap_3a72-84.htm,0.9958779884583677,2,0,2,0
20594,https://econpapers.repec.org/paper/nbrnberwo/20594.htm,https://econpapers.repec.org/article/wlyiecrev/v_3a58_3ay_3a2017_3ai_3a4_3ap_3a1317-1354.htm,0.9908952959028832,2,0,2,0
20595,https://econpapers.repec.org/paper/nbrnberwo/20595.htm,https://econpapers.repec.org/article/plopone00/0138176.htm,1.0,4,0,4,0
20596,https://econpapers.repec.org/paper/nbrnberwo/20596.htm,https://econpapers.repec.org/article/ucpjlawec/doi_3a10.1086_2f697682.htm,0.8618556701030928,2,0,2,0
20597,https://econpapers.repec.org/paper/nbrnberwo/20597.htm,https://econpapers.repec.org/article/binbpeajo/v_3a45_3ay_3a2014_3ai_3a2014-02_3ap_3a277-355.htm,Journal abstract not found,1,0,1,0
20598,https://econpapers.repec.org/paper/nbrnberwo/20598.htm,https://econpapers.repec.org/article/anrreveco/v_3a7_3ay_3a2015_3ap_3a577-617.htm,0.1365367711690595,3,0,3,0
20599,https://econpapers.repec.org/paper/nbrnberwo/20599.htm,https://econpapers.repec.org/article/tpramjhec/v_3a3_3ay_3a2017_3ai_3a2_3ap_3a227-253.htm,0.9531388152077808,3,0,3,0
20600,https://econpapers.repec.org/paper/nbrnberwo/20600.htm,,Related journal article link not found,3,2,1,0
20601,https://econpapers.repec.org/paper/nbrnberwo/20601.htm,,Related journal article link not found,2,0,2,0
20602,https://econpapers.repec.org/paper/nbrnberwo/20602.htm,https://econpapers.repec.org/article/eeeinecon/v_3a123_3ay_3a2020_3ai_3ac_3as0022199620300106.htm,0.9883551673944687,2,0,2,0
20603,https://econpapers.repec.org/paper/nbrnberwo/20603.htm,,Related journal article link not found,2,0,2,0
20604,https://econpapers.repec.org/paper/nbrnberwo/20604.htm,,Related journal article link not found,1,0,1,0
20605,https://econpapers.repec.org/paper/nbrnberwo/20605.htm,https://econpapers.repec.org/article/eeejeborg/v_3a118_3ay_3a2015_3ai_3ac_3ap_3a2-21.htm,1.0,3,1,2,0
20606,https://econpapers.repec.org/paper/nbrnberwo/20606.htm,,Related journal article link not found,2,1,1,0
20607,https://econpapers.repec.org/paper/nbrnberwo/20607.htm,https://econpapers.repec.org/article/anrreveco/v_3a7_3ay_3a2015_3ap_3a1-30.htm,0.5621212121212121,2,0,2,0
20608,https://econpapers.repec.org/paper/nbrnberwo/20608.htm,https://econpapers.repec.org/article/wlyjmoncb/v_3a47_3ay_3a2015_3ai_3as2_3ap_3a77-126.htm,0.6294964028776978,3,0,3,0
20609,https://econpapers.repec.org/paper/nbrnberwo/20609.htm,,Related journal article link not found,3,0,3,0
20610,https://econpapers.repec.org/paper/nbrnberwo/20610.htm,https://econpapers.repec.org/article/eeejetheo/v_3a184_3ay_3a2019_3ai_3ac_3as002205311830173x.htm,1.0,3,0,3,0
20611,https://econpapers.repec.org/paper/nbrnberwo/20611.htm,https://econpapers.repec.org/article/ucpmacann/doi_3a10.1086_2f680629.htm,Journal abstract not found,3,0,3,0
20612,https://econpapers.repec.org/paper/nbrnberwo/20612.htm,,Related journal article link not found,3,1,2,0
20613,https://econpapers.repec.org/paper/nbrnberwo/20613.htm,https://econpapers.repec.org/article/eeedyncon/v_3a49_3ay_3a2014_3ai_3ac_3ap_3a74-108.htm,0.9953650057937428,1,0,1,0
20614,https://econpapers.repec.org/paper/nbrnberwo/20614.htm,,Related journal article link not found,4,1,3,0
20615,https://econpapers.repec.org/paper/nbrnberwo/20615.htm,,Related journal article link not found,3,0,3,0
20616,https://econpapers.repec.org/paper/nbrnberwo/20616.htm,https://econpapers.repec.org/article/eeemoneco/v_3a69_3ay_3a2015_3ai_3ac_3ap_3a20-38.htm,0.9989827060020345,4,1,3,0
20617,https://econpapers.repec.org/paper/nbrnberwo/20617.htm,,Related journal article link not found,2,0,2,0
20618,https://econpapers.repec.org/paper/nbrnberwo/20618.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a112_3ay_3a2022_3ai_3a11_3ap_3a3584-3626.htm,0.08632138114209828,3,1,2,0
20619,https://econpapers.repec.org/paper/nbrnberwo/20619.htm,https://econpapers.repec.org/article/sprizalpo/v_3a3_3ay_3a2014_3ai_3a1_3ap_3a1-26_3a10.1186_2f2193-9004-3-24.htm,0.0403899721448468,3,1,2,0
20620,https://econpapers.repec.org/paper/nbrnberwo/20620.htm,https://econpapers.repec.org/article/blajfinan/v_3a72_3ay_3a2017_3ai_3a5_3ap_3a1983-2044.htm,Journal abstract not found,3,1,2,0
20621,https://econpapers.repec.org/paper/nbrnberwo/20621.htm,,Related journal article link not found,3,0,3,0
20622,https://econpapers.repec.org/paper/nbrnberwo/20622.htm,https://econpapers.repec.org/article/wlyiecrev/v_3a56_3ay_3a2015_3ai_3a2_3ap_3a331-357.htm,0.9935838680109991,3,0,3,0
20623,https://econpapers.repec.org/paper/nbrnberwo/20623.htm,https://econpapers.repec.org/article/aeaaejmic/v_3a10_3ay_3a2018_3ai_3a2_3ap_3a250-74.htm,0.989329268292683,2,1,1,0
20624,https://econpapers.repec.org/paper/nbrnberwo/20624.htm,https://econpapers.repec.org/article/aeaaejapp/v_3a9_3ay_3a2017_3ai_3a2_3ap_3a144-64.htm,0.17345750873108265,3,1,2,0
20625,https://econpapers.repec.org/paper/nbrnberwo/20625.htm,,Related journal article link not found,2,1,1,0
20626,https://econpapers.repec.org/paper/nbrnberwo/20626.htm,,Related journal article link not found,4,1,3,0
20627,https://econpapers.repec.org/paper/nbrnberwo/20627.htm,https://econpapers.repec.org/article/oupqjecon/v_3a131_3ay_3a2016_3ai_3a1_3ap_3a219-271..htm,0.8086070215175538,3,1,2,0
20628,https://econpapers.repec.org/paper/nbrnberwo/20628.htm,https://econpapers.repec.org/article/eeemoneco/v_3a83_3ay_3a2016_3ai_3ac_3ap_3a54-70.htm,1.0,4,0,4,0
20629,https://econpapers.repec.org/paper/nbrnberwo/20629.htm,,Related journal article link not found,2,0,2,0
20630,https://econpapers.repec.org/paper/nbrnberwo/20630.htm,https://econpapers.repec.org/article/aeaaejmic/v_3a9_3ay_3a2017_3ai_3a3_3ap_3a28-62.htm,0.7064220183486238,2,0,2,0
20631,https://econpapers.repec.org/paper/nbrnberwo/20631.htm,,Related journal article link not found,2,1,1,0
20632,https://econpapers.repec.org/paper/nbrnberwo/20632.htm,https://econpapers.repec.org/article/oupqjecon/v_3a132_3ay_3a2017_3ai_3a1_3ap_3a55-102..htm,0.5066451872734595,3,0,3,0
20633,https://econpapers.repec.org/paper/nbrnberwo/20633.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f715022.htm,0.03322259136212625,2,0,2,0
20634,https://econpapers.repec.org/paper/nbrnberwo/20634.htm,https://econpapers.repec.org/article/anrreveco/v_3a7_3ay_3a2015_3ap_3a119-146.htm,0.554932735426009,2,0,2,0
20635,https://econpapers.repec.org/paper/nbrnberwo/20635.htm,,Related journal article link not found,1,0,1,0
20636,https://econpapers.repec.org/paper/nbrnberwo/20636.htm,,Related journal article link not found,1,0,1,0
20637,https://econpapers.repec.org/paper/nbrnberwo/20637.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f699190.htm,0.3544004725339634,2,0,2,0
20638,https://econpapers.repec.org/paper/nbrnberwo/20638.htm,https://econpapers.repec.org/article/ouprfinst/v_3a31_3ay_3a2018_3ai_3a3_3ap_3a852-897..htm,0.1916708479678876,4,1,3,0
20639,https://econpapers.repec.org/paper/nbrnberwo/20639.htm,https://econpapers.repec.org/article/aeaaejapp/v_3a7_3ay_3a2015_3ai_3a4_3ap_3a76-102.htm,0.2908054169636493,1,0,1,0
20640,https://econpapers.repec.org/paper/nbrnberwo/20640.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f699980.htm,0.04942528735632184,1,0,1,0
20641,https://econpapers.repec.org/paper/nbrnberwo/20641.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f700729.htm,0.9628154050464808,3,0,3,0
20642,https://econpapers.repec.org/paper/nbrnberwo/20642.htm,https://econpapers.repec.org/article/eeemoneco/v_3a94_3ay_3a2018_3ai_3ac_3ap_3a114-130.htm,0.12737544940934772,3,0,3,0
20643,https://econpapers.repec.org/paper/nbrnberwo/20643.htm,,Related journal article link not found,1,0,1,0
20644,https://econpapers.repec.org/paper/nbrnberwo/20644.htm,,Related journal article link not found,2,0,2,0
20645,https://econpapers.repec.org/paper/nbrnberwo/20645.htm,https://econpapers.repec.org/article/blaeconom/v_3a87_3ay_3a2020_3ai_3a345_3ap_3a158-189.htm,0.06058158319870759,4,1,3,0
20646,https://econpapers.repec.org/paper/nbrnberwo/20646.htm,,Related journal article link not found,2,1,1,0
20647,https://econpapers.repec.org/paper/nbrnberwo/20647.htm,,Related journal article link not found,3,1,2,0
20648,https://econpapers.repec.org/paper/nbrnberwo/20648.htm,,Related journal article link not found,3,1,2,0
20649,https://econpapers.repec.org/paper/nbrnberwo/20649.htm,,Related journal article link not found,2,0,2,0
20650,https://econpapers.repec.org/paper/nbrnberwo/20650.htm,,Related journal article link not found,2,1,1,0
20651,https://econpapers.repec.org/paper/nbrnberwo/20651.htm,,Related journal article link not found,3,2,1,0
20652,https://econpapers.repec.org/paper/nbrnberwo/20652.htm,https://econpapers.repec.org/article/oupeconjl/v_3a132_3ay_3a2022_3ai_3a646_3ap_3a2075-2100..htm,0.13724035608308605,4,1,3,0
20653,https://econpapers.repec.org/paper/nbrnberwo/20653.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a3_3ap_3a1067-1104.htm,0.9685534591194969,2,1,1,0
20654,https://econpapers.repec.org/paper/nbrnberwo/20654.htm,,Related journal article link not found,4,1,3,0
20655,https://econpapers.repec.org/paper/nbrnberwo/20655.htm,,Related journal article link not found,4,0,4,0
20656,https://econpapers.repec.org/paper/nbrnberwo/20656.htm,,Related journal article link not found,2,0,2,0
20657,https://econpapers.repec.org/paper/nbrnberwo/20657.htm,,Related journal article link not found,3,0,3,0
20658,https://econpapers.repec.org/paper/nbrnberwo/20658.htm,,Related journal article link not found,1,0,1,0
20659,https://econpapers.repec.org/paper/nbrnberwo/20659.htm,,Related journal article link not found,2,1,1,0
20660,https://econpapers.repec.org/paper/nbrnberwo/20660.htm,,Related journal article link not found,3,1,2,0
20661,https://econpapers.repec.org/paper/nbrnberwo/20661.htm,https://econpapers.repec.org/article/ouprestud/v_3a84_3ay_3a2017_3ai_3a4_3ap_3a1510-1550..htm,0.17974971558589306,2,0,2,0
20662,https://econpapers.repec.org/paper/nbrnberwo/20662.htm,https://econpapers.repec.org/article/ucpjaerec/doi_3a10.1086_2f691591.htm,0.9044444444444445,4,1,3,0
20663,https://econpapers.repec.org/paper/nbrnberwo/20663.htm,https://econpapers.repec.org/article/eeeinecon/v_3a131_3ay_3a2021_3ai_3ac_3as0022199621000350.htm,0.37863690713431647,3,0,3,0
20664,https://econpapers.repec.org/paper/nbrnberwo/20664.htm,https://econpapers.repec.org/article/ucpjlawec/doi_3a10.1086_2f684293.htm,Journal abstract not found,2,0,2,0
20665,https://econpapers.repec.org/paper/nbrnberwo/20665.htm,https://econpapers.repec.org/article/ouprfinst/v_3a31_3ay_3a2018_3ai_3a1_3ap_3a1-42..htm,0.012377514182568335,3,0,3,0
20666,https://econpapers.repec.org/paper/nbrnberwo/20666.htm,https://econpapers.repec.org/article/ucpmacann/doi_3a10.1086_2f680625.htm,Journal abstract not found,3,0,3,0
20667,https://econpapers.repec.org/paper/nbrnberwo/20667.htm,https://econpapers.repec.org/article/wlyeconjl/v_3a_3ay_3a2015_3ai_3a584_3ap_3a647-674.htm,Journal abstract not found,4,2,2,0
