Paper Number,NBER URL,Journal URL,Similarity Ratio or Error,Number of Authors,Number of Female Authors,Number of Male Authors,Number of Unknown Gender Authors
21241,https://econpapers.repec.org/paper/nbrnberwo/21241.htm,,Related journal article link not found,3,0,3,0
21242,https://econpapers.repec.org/paper/nbrnberwo/21242.htm,,Related journal article link not found,2,0,2,0
21243,https://econpapers.repec.org/paper/nbrnberwo/21243.htm,,Related journal article link not found,3,0,3,0
21244,https://econpapers.repec.org/paper/nbrnberwo/21244.htm,https://econpapers.repec.org/article/ucpmacann/doi_3a10.1086_2f685949.htm,Journal abstract not found,4,0,4,0
21245,https://econpapers.repec.org/paper/nbrnberwo/21245.htm,,Related journal article link not found,3,1,2,0
21246,https://econpapers.repec.org/paper/nbrnberwo/21246.htm,https://econpapers.repec.org/article/ucpipolec/doi_3a10.1086_2f684986.htm,0.6777178103315343,1,0,1,0
21247,https://econpapers.repec.org/paper/nbrnberwo/21247.htm,https://econpapers.repec.org/article/ouprestud/v_3a86_3ay_3a2019_3ai_3a1_3ap_3a1-45..htm,0.11764705882352941,5,1,4,0
21248,https://econpapers.repec.org/paper/nbrnberwo/21248.htm,https://econpapers.repec.org/article/tprrestat/v_3a101_3ay_3a2019_3ai_3a3_3ap_3a468-475.htm,0.9924357034795764,2,0,2,0
21249,https://econpapers.repec.org/paper/nbrnberwo/21249.htm,https://econpapers.repec.org/article/cupjechis/v_3a77_3ay_3a2017_3ai_3a01_3ap_3a171-207_5f00.htm,0.4206008583690987,3,0,3,0
21250,https://econpapers.repec.org/paper/nbrnberwo/21250.htm,,Related journal article link not found,1,0,1,0
21251,https://econpapers.repec.org/paper/nbrnberwo/21251.htm,,Related journal article link not found,2,0,2,0
21252,https://econpapers.repec.org/paper/nbrnberwo/21252.htm,https://econpapers.repec.org/article/ucpmacann/doi_3a10.1086_2f685969.htm,Journal abstract not found,2,0,2,0
21253,https://econpapers.repec.org/paper/nbrnberwo/21253.htm,,Related journal article link not found,2,0,2,0
21254,https://econpapers.repec.org/paper/nbrnberwo/21254.htm,,Related journal article link not found,1,1,0,0
21255,https://econpapers.repec.org/paper/nbrnberwo/21255.htm,,Related journal article link not found,4,0,4,0
21256,https://econpapers.repec.org/paper/nbrnberwo/21256.htm,,Related journal article link not found,3,0,3,0
21257,https://econpapers.repec.org/paper/nbrnberwo/21257.htm,https://econpapers.repec.org/article/uwpjhriss/v_3a55_3ay_3a2020_3ai_3a1_3ap_3a1-42.htm,0.24888888888888888,3,1,2,0
21258,https://econpapers.repec.org/paper/nbrnberwo/21258.htm,,Related journal article link not found,2,1,1,0
21259,https://econpapers.repec.org/paper/nbrnberwo/21259.htm,https://econpapers.repec.org/article/aeaaejpol/v_3a9_3ay_3a2017_3ai_3a2_3ap_3a57-90.htm,0.022870662460567823,4,1,3,0
21260,https://econpapers.repec.org/paper/nbrnberwo/21260.htm,https://econpapers.repec.org/article/ucpmacann/doi_3a10.1086_2f685965.htm,0.9942363112391931,3,1,2,0
21261,https://econpapers.repec.org/paper/nbrnberwo/21261.htm,,Related journal article link not found,2,0,2,0
21262,https://econpapers.repec.org/paper/nbrnberwo/21262.htm,https://econpapers.repec.org/article/eeejuecon/v_3a113_3ay_3a2019_3ai_3ac_3as0094119019300695.htm,0.5385656292286874,3,1,2,0
21263,https://econpapers.repec.org/paper/nbrnberwo/21263.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f700766.htm,0.9810174639331815,2,1,1,0
21264,https://econpapers.repec.org/paper/nbrnberwo/21264.htm,https://econpapers.repec.org/article/eeepubeco/v_3a167_3ay_3a2018_3ai_3ac_3ap_3a120-137.htm,0.9818538499264345,2,0,2,0
21265,https://econpapers.repec.org/paper/nbrnberwo/21265.htm,,Related journal article link not found,1,0,1,0
21266,https://econpapers.repec.org/paper/nbrnberwo/21266.htm,https://econpapers.repec.org/article/ouprestud/v_3a82_3ay_3a2015_3ai_3a4_3ap_3a1346-1382..htm,0.9978786593126856,2,1,1,0
21267,https://econpapers.repec.org/paper/nbrnberwo/21267.htm,https://econpapers.repec.org/article/fipfednep/00029.htm,0.77007700770077,1,0,1,0
21268,https://econpapers.repec.org/paper/nbrnberwo/21268.htm,https://econpapers.repec.org/article/anrreveco/v_3a8_3ay_3a2016_3ap_3a177-204.htm,0.06644951140065146,3,0,3,0
21269,https://econpapers.repec.org/paper/nbrnberwo/21269.htm,,Related journal article link not found,7,0,7,0
21270,https://econpapers.repec.org/paper/nbrnberwo/21270.htm,https://econpapers.repec.org/article/ifsfistud/v_3a37_3ay_3a2016_3ai_3a_3ap_3a717-747.htm,Journal abstract not found,4,1,3,0
21271,https://econpapers.repec.org/paper/nbrnberwo/21271.htm,,Related journal article link not found,2,1,1,0
21272,https://econpapers.repec.org/paper/nbrnberwo/21272.htm,,Related journal article link not found,2,1,1,0
21273,https://econpapers.repec.org/paper/nbrnberwo/21273.htm,https://econpapers.repec.org/article/eeemoneco/v_3a93_3ay_3a2018_3ai_3ac_3ap_3a114-131.htm,0.8502294534835211,1,1,0,0
21274,https://econpapers.repec.org/paper/nbrnberwo/21274.htm,https://econpapers.repec.org/article/wlycanjec/v_3a54_3ay_3a2021_3ai_3a4_3ap_3a1737-1781.htm,0.5681371171677437,2,1,1,0
21275,https://econpapers.repec.org/paper/nbrnberwo/21275.htm,https://econpapers.repec.org/article/aeaaejpol/v_3a9_3ay_3a2017_3ai_3a3_3ap_3a348-76.htm,0.10462163534789233,2,1,1,0
21276,https://econpapers.repec.org/paper/nbrnberwo/21276.htm,https://econpapers.repec.org/article/cupjpenef/v_3a15_3ay_3a2016_3ai_3a03_3ap_3a254-284_5f00.htm,0.9920382165605095,2,0,2,0
21277,https://econpapers.repec.org/paper/nbrnberwo/21277.htm,,Related journal article link not found,3,0,3,0
21278,https://econpapers.repec.org/paper/nbrnberwo/21278.htm,https://econpapers.repec.org/article/ucpipolec/doi_3a10.1086_2f684983.htm,0.8089025326170376,2,0,2,0
21279,https://econpapers.repec.org/paper/nbrnberwo/21279.htm,,Related journal article link not found,2,0,2,0
21280,https://econpapers.repec.org/paper/nbrnberwo/21280.htm,,Related journal article link not found,2,0,2,0
21281,https://econpapers.repec.org/paper/nbrnberwo/21281.htm,,Related journal article link not found,3,0,3,0
21282,https://econpapers.repec.org/paper/nbrnberwo/21282.htm,https://econpapers.repec.org/article/tprrestat/v_3a98_3ay_3a2016_3ai_3a4_3ap_3a770-784.htm,0.0463258785942492,2,0,2,0
21283,https://econpapers.repec.org/paper/nbrnberwo/21283.htm,,Related journal article link not found,1,0,1,0
21284,https://econpapers.repec.org/paper/nbrnberwo/21284.htm,,Related journal article link not found,3,2,1,0
21285,https://econpapers.repec.org/paper/nbrnberwo/21285.htm,,Related journal article link not found,3,0,3,0
21286,https://econpapers.repec.org/paper/nbrnberwo/21286.htm,,Related journal article link not found,2,0,2,0
21287,https://econpapers.repec.org/paper/nbrnberwo/21287.htm,,Related journal article link not found,2,0,2,0
21288,https://econpapers.repec.org/paper/nbrnberwo/21288.htm,,Related journal article link not found,6,3,3,0
21289,https://econpapers.repec.org/paper/nbrnberwo/21289.htm,,Related journal article link not found,2,2,0,0
21290,https://econpapers.repec.org/paper/nbrnberwo/21290.htm,https://econpapers.repec.org/article/aeaaejapp/v_3a10_3ay_3a2018_3ai_3a1_3ap_3a1-39.htm,0.35026897788404066,3,0,3,0
21291,https://econpapers.repec.org/paper/nbrnberwo/21291.htm,,Related journal article link not found,4,0,4,0
21292,https://econpapers.repec.org/paper/nbrnberwo/21292.htm,https://econpapers.repec.org/article/eeelabeco/v_3a45_3ay_3a2017_3ai_3ac_3ap_3a143-157.htm,0.9301296237748973,3,1,2,0
21293,https://econpapers.repec.org/paper/nbrnberwo/21293.htm,,Related journal article link not found,2,0,2,0
21294,https://econpapers.repec.org/paper/nbrnberwo/21294.htm,https://econpapers.repec.org/article/eeejfinec/v_3a120_3ay_3a2016_3ai_3a2_3ap_3a420-443.htm,0.9157959434542102,3,0,3,0
21295,https://econpapers.repec.org/paper/nbrnberwo/21295.htm,https://econpapers.repec.org/article/aeaaejmac/v_3a9_3ay_3a2017_3ai_3a4_3ap_3a184-224.htm,0.9946452476572959,3,0,3,0
21296,https://econpapers.repec.org/paper/nbrnberwo/21296.htm,,Related journal article link not found,1,0,1,0
21297,https://econpapers.repec.org/paper/nbrnberwo/21297.htm,,Related journal article link not found,2,0,2,0
21298,https://econpapers.repec.org/paper/nbrnberwo/21298.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f705550.htm,0.5490472829922372,3,0,3,0
21299,https://econpapers.repec.org/paper/nbrnberwo/21299.htm,,Related journal article link not found,2,0,2,0
21300,https://econpapers.repec.org/paper/nbrnberwo/21300.htm,,Related journal article link not found,3,2,1,0
21301,https://econpapers.repec.org/paper/nbrnberwo/21301.htm,https://econpapers.repec.org/article/eeeecolec/v_3a131_3ay_3a2017_3ai_3ac_3ap_3a468-474.htm,0.8567049808429119,3,2,1,0
21302,https://econpapers.repec.org/paper/nbrnberwo/21302.htm,,Related journal article link not found,5,0,5,0
21303,https://econpapers.repec.org/paper/nbrnberwo/21303.htm,https://econpapers.repec.org/article/aeajeclit/v_3a54_3ay_3a2016_3ai_3a4_3ap_3a1125-1231.htm,0.8198581560283688,3,1,2,0
21304,https://econpapers.repec.org/paper/nbrnberwo/21304.htm,https://econpapers.repec.org/article/aeaaejapp/v_3a8_3ay_3a2016_3ai_3a2_3ap_3a195-224.htm,0.08969935929029078,4,0,4,0
21305,https://econpapers.repec.org/paper/nbrnberwo/21305.htm,https://econpapers.repec.org/article/eeejbfina/v_3a72_3ay_3a2016_3ai_3ac_3ap_3a218-239.htm,0.9910313901345291,6,1,5,0
21306,https://econpapers.repec.org/paper/nbrnberwo/21306.htm,,Related journal article link not found,3,1,2,0
21307,https://econpapers.repec.org/paper/nbrnberwo/21307.htm,https://econpapers.repec.org/article/cjeissued/v_3a48_3ay_3a2015_3ai_3a2_3ap_3a736-772.htm,1.0,2,0,2,0
21308,https://econpapers.repec.org/paper/nbrnberwo/21308.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f702238.htm,0.18865671641791046,3,1,2,0
21309,https://econpapers.repec.org/paper/nbrnberwo/21309.htm,https://econpapers.repec.org/article/eeeecolet/v_3a145_3ay_3a2016_3ai_3ac_3ap_3a92-97.htm,0.01182033096926714,1,0,1,0
21310,https://econpapers.repec.org/paper/nbrnberwo/21310.htm,https://econpapers.repec.org/article/aeaaejapp/v_3a8_3ay_3a2016_3ai_3a2_3ap_3a35-64.htm,0.25663082437275986,5,4,1,0
21311,https://econpapers.repec.org/paper/nbrnberwo/21311.htm,,Related journal article link not found,3,0,3,0
21312,https://econpapers.repec.org/paper/nbrnberwo/21312.htm,,Related journal article link not found,3,0,3,0
21313,https://econpapers.repec.org/paper/nbrnberwo/21313.htm,https://econpapers.repec.org/article/tafjnlasa/v_3a113_3ay_3a2018_3ai_3a521_3ap_3a230-240.htm,0.9823584029712163,3,0,3,0
21314,https://econpapers.repec.org/paper/nbrnberwo/21314.htm,,Related journal article link not found,3,1,2,0
21315,https://econpapers.repec.org/paper/nbrnberwo/21315.htm,,Related journal article link not found,4,2,2,0
21316,https://econpapers.repec.org/paper/nbrnberwo/21316.htm,,Related journal article link not found,3,0,3,0
21317,https://econpapers.repec.org/paper/nbrnberwo/21317.htm,https://econpapers.repec.org/article/wlyhlthec/v_3a27_3ay_3a2018_3ai_3a3_3ap_3ae1-e29.htm,0.9673313534153585,2,1,1,0
21318,https://econpapers.repec.org/paper/nbrnberwo/21318.htm,https://econpapers.repec.org/article/wlyiecrev/v_3a60_3ay_3a2019_3ai_3a1_3ap_3a25-51.htm,0.4568452380952381,2,0,2,0
21319,https://econpapers.repec.org/paper/nbrnberwo/21319.htm,,Related journal article link not found,2,0,2,0
21320,https://econpapers.repec.org/paper/nbrnberwo/21320.htm,,Related journal article link not found,3,0,3,0
21321,https://econpapers.repec.org/paper/nbrnberwo/21321.htm,https://econpapers.repec.org/article/wlyemetrp/v_3a84_3ay_3a2016_3ai_3a_3ap_3a411-443.htm,0.9405063291139241,3,0,3,0
21322,https://econpapers.repec.org/paper/nbrnberwo/21322.htm,,Related journal article link not found,2,0,2,0
21323,https://econpapers.repec.org/paper/nbrnberwo/21323.htm,https://econpapers.repec.org/article/oupqjecon/v_3a132_3ay_3a2017_3ai_3a1_3ap_3a211-270..htm,0.91280353200883,2,0,2,0
21324,https://econpapers.repec.org/paper/nbrnberwo/21324.htm,,Related journal article link not found,3,0,3,0
21325,https://econpapers.repec.org/paper/nbrnberwo/21325.htm,,Related journal article link not found,2,0,2,0
21326,https://econpapers.repec.org/paper/nbrnberwo/21326.htm,https://econpapers.repec.org/article/wlyhlthec/v_3a27_3ay_3a2018_3ai_3a12_3ap_3a2067-2086.htm,0.5041031652989449,3,1,2,0
21327,https://econpapers.repec.org/paper/nbrnberwo/21327.htm,,Related journal article link not found,1,0,1,0
21328,https://econpapers.repec.org/paper/nbrnberwo/21328.htm,https://econpapers.repec.org/article/eeejetheo/v_3a194_3ay_3a2021_3ai_3ac_3as0022053121000545.htm,0.1054921152800435,2,0,2,0
21329,https://econpapers.repec.org/paper/nbrnberwo/21329.htm,,Related journal article link not found,1,0,1,0
21330,https://econpapers.repec.org/paper/nbrnberwo/21330.htm,https://econpapers.repec.org/article/eeeecoedu/v_3a51_3ay_3a2016_3ai_3ac_3ap_3a136-151.htm,1.0,4,2,2,0
21331,https://econpapers.repec.org/paper/nbrnberwo/21331.htm,https://econpapers.repec.org/article/oupqjecon/v_3a133_3ay_3a2018_3ai_3a3_3ap_3a1597-1644..htm,0.5721605465414176,3,0,3,0
21332,https://econpapers.repec.org/paper/nbrnberwo/21332.htm,,Related journal article link not found,4,1,3,0
21333,https://econpapers.repec.org/paper/nbrnberwo/21333.htm,https://econpapers.repec.org/article/mesemfitr/v_3a52_3ay_3a2016_3ai_3a2_3ap_3a255-284.htm,0.3562189054726368,2,0,2,0
21334,https://econpapers.repec.org/paper/nbrnberwo/21334.htm,,Related journal article link not found,3,0,3,0
21335,https://econpapers.repec.org/paper/nbrnberwo/21335.htm,,Related journal article link not found,3,0,3,0
21336,https://econpapers.repec.org/paper/nbrnberwo/21336.htm,,Related journal article link not found,3,1,2,0
21337,https://econpapers.repec.org/paper/nbrnberwo/21337.htm,https://econpapers.repec.org/article/eeeehbiol/v_3a23_3ay_3a2016_3ai_3ac_3ap_3a27-45.htm,0.0371900826446281,3,1,2,0
21338,https://econpapers.repec.org/paper/nbrnberwo/21338.htm,,Related journal article link not found,2,1,1,0
21339,https://econpapers.repec.org/paper/nbrnberwo/21339.htm,https://econpapers.repec.org/article/oupeconjl/v_3a129_3ay_3a2019_3ai_3a617_3ap_3a273-310..htm,0.4670204700530705,3,0,3,0
21340,https://econpapers.repec.org/paper/nbrnberwo/21340.htm,,Related journal article link not found,2,0,2,0
21341,https://econpapers.repec.org/paper/nbrnberwo/21341.htm,,Related journal article link not found,1,0,1,0
21342,https://econpapers.repec.org/paper/nbrnberwo/21342.htm,https://econpapers.repec.org/article/ucpjaerec/doi_3a10.1086_2f691978.htm,0.9040150564617315,1,0,1,0
21343,https://econpapers.repec.org/paper/nbrnberwo/21343.htm,https://econpapers.repec.org/article/ucpjaerec/doi_3a10.1086_2f692071.htm,0.07637752318603383,3,1,2,0
21344,https://econpapers.repec.org/paper/nbrnberwo/21344.htm,https://econpapers.repec.org/article/ucpmacann/doi_3a10.1086_2f685961.htm,Journal abstract not found,3,0,3,0
21345,https://econpapers.repec.org/paper/nbrnberwo/21345.htm,https://econpapers.repec.org/article/eeejhecon/v_3a58_3ay_3a2018_3ai_3ac_3ap_3a29-42.htm,0.034296913277805,3,1,2,0
21346,https://econpapers.repec.org/paper/nbrnberwo/21346.htm,https://econpapers.repec.org/article/eeechieco/v_3a39_3ay_3a2016_3ai_3ac_3ap_3a91-114.htm,0.8851506346536168,3,0,3,0
21347,https://econpapers.repec.org/paper/nbrnberwo/21347.htm,,Related journal article link not found,2,0,2,0
21348,https://econpapers.repec.org/paper/nbrnberwo/21348.htm,,Related journal article link not found,2,0,2,0
21349,https://econpapers.repec.org/paper/nbrnberwo/21349.htm,,Related journal article link not found,3,0,3,0
21350,https://econpapers.repec.org/paper/nbrnberwo/21350.htm,https://econpapers.repec.org/article/col000425/014010.htm,0.8410757946210269,1,0,1,0
21351,https://econpapers.repec.org/paper/nbrnberwo/21351.htm,,Related journal article link not found,2,1,1,0
21352,https://econpapers.repec.org/paper/nbrnberwo/21352.htm,,Related journal article link not found,2,1,1,0
21353,https://econpapers.repec.org/paper/nbrnberwo/21353.htm,,Related journal article link not found,3,0,3,0
21354,https://econpapers.repec.org/paper/nbrnberwo/21354.htm,https://econpapers.repec.org/article/uwpjhriss/v_3a53_3ay_3a2018_3ai_3a1_3ap_3a189-231.htm,0.17747858017135862,3,0,3,0
21355,https://econpapers.repec.org/paper/nbrnberwo/21355.htm,https://econpapers.repec.org/article/eeejeeman/v_3a87_3ay_3a2018_3ai_3ac_3ap_3a24-41.htm,0.10221130221130222,3,0,3,0
21356,https://econpapers.repec.org/paper/nbrnberwo/21356.htm,https://econpapers.repec.org/article/eeejfinec/v_3a126_3ay_3a2017_3ai_3a2_3ap_3a383-398.htm,0.38273195876288657,3,1,2,0
21357,https://econpapers.repec.org/paper/nbrnberwo/21357.htm,,Related journal article link not found,2,0,2,0
21358,https://econpapers.repec.org/paper/nbrnberwo/21358.htm,https://econpapers.repec.org/article/sprizalpo/v_3a4_3ay_3a2015_3ai_3a1_3ap_3a1-27_3a10.1186_2fs40173-015-0049-2.htm,0.5547725816784113,1,1,0,0
21359,https://econpapers.repec.org/paper/nbrnberwo/21359.htm,https://econpapers.repec.org/article/saeilrrev/v_3a75_3ay_3a2022_3ai_3a1_3ap_3a56-89.htm,0.3590519415027736,2,1,1,0
21360,https://econpapers.repec.org/paper/nbrnberwo/21360.htm,,Related journal article link not found,2,1,1,0
21361,https://econpapers.repec.org/paper/nbrnberwo/21361.htm,https://econpapers.repec.org/article/aeaaejapp/v_3a11_3ay_3a2019_3ai_3a3_3ap_3a92-127.htm,0.06903553299492386,4,0,4,0
21362,https://econpapers.repec.org/paper/nbrnberwo/21362.htm,,Related journal article link not found,2,0,2,0
21363,https://econpapers.repec.org/paper/nbrnberwo/21363.htm,https://econpapers.repec.org/article/wlyemetrp/v_3a84_3ay_3a2016_3ai_3a_3ap_3a2071-2111.htm,0.21876867901972505,4,2,2,0
21364,https://econpapers.repec.org/paper/nbrnberwo/21364.htm,https://econpapers.repec.org/article/ucpjlabec/doi_3a10.1086_2f697476.htm,0.08263473053892216,2,1,1,0
21365,https://econpapers.repec.org/paper/nbrnberwo/21365.htm,,Related journal article link not found,3,3,0,0
21366,https://econpapers.repec.org/paper/nbrnberwo/21366.htm,https://econpapers.repec.org/article/oupqjecon/v_3a132_3ay_3a2017_3ai_3a3_3ap_3a1165-1217..htm,0.9401775376302586,2,0,2,0
21367,https://econpapers.repec.org/paper/nbrnberwo/21367.htm,https://econpapers.repec.org/article/eeeirlaec/v_3a45_3ay_3a2016_3ai_3ac_3ap_3a63-71.htm,0.5406885758998435,2,0,2,0
21368,https://econpapers.repec.org/paper/nbrnberwo/21368.htm,https://econpapers.repec.org/article/tpredfpol/v_3a15_3ay_3a2020_3ai_3a2_3ap_3a209-240.htm,0.9950535861500412,3,1,2,0
21369,https://econpapers.repec.org/paper/nbrnberwo/21369.htm,,Related journal article link not found,1,0,1,0
21370,https://econpapers.repec.org/paper/nbrnberwo/21370.htm,https://econpapers.repec.org/article/ouprestud/v_3a86_3ay_3a2019_3ai_3a1_3ap_3a46-80..htm,0.8700486448922863,4,2,2,0
21371,https://econpapers.repec.org/paper/nbrnberwo/21371.htm,,Related journal article link not found,2,0,2,0
21372,https://econpapers.repec.org/paper/nbrnberwo/21372.htm,,Related journal article link not found,2,1,1,0
21373,https://econpapers.repec.org/paper/nbrnberwo/21373.htm,,Related journal article link not found,3,1,2,0
21374,https://econpapers.repec.org/paper/nbrnberwo/21374.htm,https://econpapers.repec.org/article/plopone00/0145123.htm,0.46335212711430035,2,0,2,0
21375,https://econpapers.repec.org/paper/nbrnberwo/21375.htm,,Related journal article link not found,1,1,0,0
21376,https://econpapers.repec.org/paper/nbrnberwo/21376.htm,https://econpapers.repec.org/article/aeaaejmac/v_3a12_3ay_3a2020_3ai_3a1_3ap_3a210-44.htm,0.9890026545316648,4,0,4,0
21377,https://econpapers.repec.org/paper/nbrnberwo/21377.htm,,Related journal article link not found,3,2,1,0
21378,https://econpapers.repec.org/paper/nbrnberwo/21378.htm,,Related journal article link not found,4,2,2,0
21379,https://econpapers.repec.org/paper/nbrnberwo/21379.htm,,Related journal article link not found,3,1,2,0
21380,https://econpapers.repec.org/paper/nbrnberwo/21380.htm,,Related journal article link not found,1,0,1,0
21381,https://econpapers.repec.org/paper/nbrnberwo/21381.htm,,Related journal article link not found,1,0,1,0
21382,https://econpapers.repec.org/paper/nbrnberwo/21382.htm,,Related journal article link not found,4,3,1,0
21383,https://econpapers.repec.org/paper/nbrnberwo/21383.htm,https://econpapers.repec.org/article/eeejeeman/v_3a88_3ay_3a2018_3ai_3ac_3ap_3a180-209.htm,0.20983935742971888,4,1,3,0
21384,https://econpapers.repec.org/paper/nbrnberwo/21384.htm,https://econpapers.repec.org/article/cupjechis/v_3a75_3ay_3a2015_3ai_3a04_3ap_3a947-992_5f00.htm,0.8653981677237491,2,0,2,0
21385,https://econpapers.repec.org/paper/nbrnberwo/21385.htm,https://econpapers.repec.org/article/cupjpenef/v_3a15_3ay_3a2016_3ai_3a03_3ap_3a285-310_5f00.htm,0.9939783219590526,3,3,0,0
21386,https://econpapers.repec.org/paper/nbrnberwo/21386.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a110_3ay_3a2020_3ai_3a10_3ap_3a3184-3230.htm,0.4281842818428184,4,3,1,0
